date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:11:01	407393/407393	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:01%20GMT	https://www.viatrexx.com/partner-program-signup	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/partner-program-signup.html	(from https://www.viatrexx.com/)
01:11:02	354010/354010	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:02%20GMT	https://www.viatrexx.com/home	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/home.html	(from https://www.viatrexx.com/)
01:11:03	7356/7356	---M--	200	added ('OK')	image/webp	etag:%229a15cec271c7eca89f08fdbd466ca31a%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/68055cff29d62943f33635ea.webp	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/68055cff29d62943f33635ea.webp	(from https://www.viatrexx.com/)
01:11:07	398581/398581	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:05%20GMT	https://www.viatrexx.com/products	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/products.html	(from https://www.viatrexx.com/)
01:11:08	264560/264560	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:08%20GMT	https://www.viatrexx.com/resources	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/resources.html	(from https://www.viatrexx.com/)
01:11:09	346010/346010	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:09%20GMT	https://www.viatrexx.com/services	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/services.html	(from https://www.viatrexx.com/)
01:11:10	321675/321675	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:10%20GMT	https://www.viatrexx.com/about	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/about.html	(from https://www.viatrexx.com/)
01:11:10	274179/274179	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:10%20GMT	https://www.viatrexx.com/contact	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/contact.html	(from https://www.viatrexx.com/)
01:11:12	283314/283314	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:10%20GMT	https://www.viatrexx.com/cart	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/cart.html	(from https://www.viatrexx.com/)
01:11:13	1936/1936	---MC-	200	added ('OK')	text/css	date:Sat,%2031%20Jan%202026%2008:11:13%20GMT	https://fonts.googleapis.com/css2?family=Roboto:wght@300;400;500;700&family=Montserrat:wght@400;500;600;700&display=swap	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/fonts.googleapis.com/css2d02a.css	(from https://www.viatrexx.com/)
01:11:14	51/51	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%2233-Q+Aeg1kysH0ulJsQzYbnjmh/uj4%22	https://cdn.jsdelivr.net/gh/molecular/visuals@main/molecule-pattern.svg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/cdn.jsdelivr.net/gh/molecular/visuals@main/molecule-pattern.25.delayed	(from https://www.viatrexx.com/)
01:11:14	23989/23989	---M--	200	added ('OK')	image/png	etag:%220696274d238dd1555007ca6e31e4d611%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d350b86222e403bb6b52.png	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d350b86222e403bb6b52.png	(from https://www.viatrexx.com/)
01:11:15	249660/249660	---M--	200	added ('OK')	image/webp	etag:%22087047f7cac41dae0ed7c20aff2c6458%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/68055d668970b01b8bf5773c.webp	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/68055d668970b01b8bf5773c.webp	(from https://www.viatrexx.com/)
01:11:15	45610/45610	---M--	200	added ('OK')	image/jpeg	etag:%22d65ced9c804ce741616cb59dc454fdf7%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d32477a9d47ab7e33415.jpeg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d32477a9d47ab7e33415.jpg	(from https://www.viatrexx.com/)
01:11:15	55489/55489	---M--	200	added ('OK')	image/jpeg	etag:%22b65ddb6be5f1c962ad31fdb31fb67e18%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d30b414d0898492376db.jpeg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/6823d30b414d0898492376db.jpg	(from https://www.viatrexx.com/)
01:11:16	3354/3354	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2031%20Jan%202026%2008:11:16%20GMT	https://www.viatrexx.com/science	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/science	(from https://www.viatrexx.com/)
01:11:17	248465/248465	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:18%20GMT	https://www.viatrexx.com/medical-disclaimer	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/medical-disclaimer.html	(from https://www.viatrexx.com/)
01:11:17	3354/3354	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2031%20Jan%202026%2008:11:18%20GMT	https://www.viatrexx.com/refund-policy	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/refund-policy	(from https://www.viatrexx.com/)
01:11:19	249997/249997	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:19%20GMT	https://www.viatrexx.com/shipping-policy	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/shipping-policy.html	(from https://www.viatrexx.com/)
01:11:19	248354/248354	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:20%20GMT	https://www.viatrexx.com/copyright-policy	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/copyright-policy.html	(from https://www.viatrexx.com/)
01:11:21	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22613fa20b-3171%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	(from https://www.viatrexx.com/)
01:11:21	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2031%20Jan%202026%2008:11:21%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.viatrexx.com/)
01:11:21	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2031%20Jan%202026%2008:11:22%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.viatrexx.com/)
01:11:22	133/133	---M--	404	error ('Not%20Found')	application/xml	date:Sat,%2031%20Jan%202026%2008:11:22%20GMT	https://storage.googleapis.com/robots.txt		(from https://www.viatrexx.com/)
01:11:23	102025/102025	---M-Z	200	added ('OK')	text/css	etag:%226421d693-547f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	(from https://www.viatrexx.com/partner-program-signup)
01:11:24	1601/1601	---MC-	200	added ('OK')	text/css	date:Sat,%2031%20Jan%202026%2008:11:24%20GMT	https://fonts.googleapis.com/css2?family=Inter:wght@300;400;500;600;700&family=Montserrat:wght@700;800&display=swap	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/fonts.googleapis.com/css2c95a.css	(from https://www.viatrexx.com/partner-program-signup)
01:11:24	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2031%20Jan%202026%2008:11:24%20GMT	https://fonts.googleapis.com/	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/fonts.googleapis.com/index.html	(from https://www.viatrexx.com/partner-program-signup)
01:11:24	415174/415174	---M--	200	added ('OK')	image/png	etag:%22496e85c1aecc79a4ca0f7d92aad23dfc%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/a2014e37-66cd-42ce-9283-73ad56482d83.png	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/a2014e37-66cd-42ce-9283-73ad56482d83.png	(from https://www.viatrexx.com/partner-program-signup)
01:11:25	209415/209415	---M--	200	added ('OK')	image/jpeg	etag:%220576531779501a115d7da1c9dfe87abf%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/ddff0d51-276c-44af-bad4-8ff7ab0c975a.jpeg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/ddff0d51-276c-44af-bad4-8ff7ab0c975a.jpg	(from https://www.viatrexx.com/partner-program-signup)
01:11:25	248867/248867	---M--	200	added ('OK')	image/jpeg	etag:%221124be1700e4fcff5012d9ce6d7bbc37%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/51080143-e91c-4413-ab4b-b0f87498248c.jpeg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/51080143-e91c-4413-ab4b-b0f87498248c.jpg	(from https://www.viatrexx.com/partner-program-signup)
01:11:25	4683/4683	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Jan%202026%2008:11:26%20GMT	https://www.viatrexx.com/cdn-cgi/l/email-protection	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/cdn-cgi/l/email-protection.html	(from https://www.viatrexx.com/partner-program-signup)
01:11:26	249408/249408	---M--	200	added ('OK')	image/jpeg	etag:%22b2583d7818325bd4a41e84ca378db637%22	https://storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/d873e8d5-f489-4728-9a71-c0aa8bc7fb0d.jpeg	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/storage.googleapis.com/msgsndr/Wv6kWdgCt9mf9ZTVwPw4/media/d873e8d5-f489-4728-9a71-c0aa8bc7fb0d.jpg	(from https://www.viatrexx.com/partner-program-signup)
01:11:27	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22696a69d6-4d7%22	https://www.viatrexx.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/www.viatrexx.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.viatrexx.com/partner-program-signup)
01:11:28	1782/1782	---M-Z	200	added ('OK')	text/css	etag:%222ffda388185f3269a0f74828b0a73914%22	https://stcdn.leadconnectorhq.com/_preview/Searchbar.DVuoDBkj.css	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/Searchbar.DVuoDBkj.css	(from https://www.viatrexx.com/products)
01:11:28	10244/10244	---M-Z	200	added ('OK')	text/css	etag:%22572fed576906dcad3b7e8cea59153a2f%22	https://stcdn.leadconnectorhq.com/_preview/StoreProductListElement.BZqnctmX.css	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/StoreProductListElement.BZqnctmX.css	(from https://www.viatrexx.com/products)
01:11:28	4641/4641	---M-Z	200	added ('OK')	application/javascript	etag:%22148c2610d4bdbe99caa49c7ca69ed10f%22	https://stcdn.leadconnectorhq.com/_preview/C6Lbt2xz.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/C6Lbt2xz.js	(from https://www.viatrexx.com/products)
01:11:28	1076/1076	---M-Z	200	added ('OK')	application/javascript	etag:%22db0f1706081e162eb4a8a3011db118d9%22	https://stcdn.leadconnectorhq.com/_preview/nYEoF91a.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/nYEoF91a.js	(from https://www.viatrexx.com/products)
01:11:30	90/90	---M-Z	200	added ('OK')	application/javascript	etag:%223ecf379c480aef985c02149261ca8616%22	https://stcdn.leadconnectorhq.com/_preview/C3e4t58V.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/C3e4t58V.js	(from https://www.viatrexx.com/products)
01:11:30	668/668	---M-Z	200	added ('OK')	application/javascript	etag:%22d9e913b2246769fd686a763cb5ea751e%22	https://stcdn.leadconnectorhq.com/_preview/Dipz0mOK.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/Dipz0mOK.js	(from https://www.viatrexx.com/products)
01:11:30	560/560	---M-Z	200	added ('OK')	application/javascript	etag:%22ebf9d7822143eda8ef6b0a9fdb76062d%22	https://stcdn.leadconnectorhq.com/_preview/CpLRuFB8.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/CpLRuFB8.js	(from https://www.viatrexx.com/products)
01:11:31	136/136	---M-Z	200	added ('OK')	application/javascript	etag:%22b0ce75059e3bee8ac624e8e64a127cf4%22	https://stcdn.leadconnectorhq.com/_preview/DMf_iQbA.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/DMf_iQbA.js	(from https://www.viatrexx.com/products)
01:11:31	5315/5315	---M-Z	200	added ('OK')	application/javascript	etag:%221d43a761db6882fc271d49725c21fb94%22	https://stcdn.leadconnectorhq.com/_preview/w5KL3IsU.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/w5KL3IsU.js	(from https://www.viatrexx.com/products)
01:11:32	342/342	---M-Z	200	added ('OK')	application/javascript	etag:%22ac26a284ba6f3cddddd05e5e59ff6650%22	https://stcdn.leadconnectorhq.com/_preview/CoW1373r.js	C:/Users/ToMat/Desktop/Viatrexx%20Website%20Clone/Viatrexx%20Website%20clone/stcdn.leadconnectorhq.com/_preview/CoW1373r.js	(from https://www.viatrexx.com/products)
